,0,1
care,0.0,0.0
career,0.0,0.0
careful,0.0,0.00034674696376185357
carrier,0.00034674696376185357,0.0
casb,0.0,0.0
case,0.0,0.0
cash,0.0,0.0
catch,0.0,0.0
category,0.0,0.0
cause,0.0,0.0
cautionary,0.00034674696376185357,0.0
cautious,0.0,0.00034674696376185357
ce,0.0,0.0
cecentral,0.0,0.00034674696376185357
ceificate,0.0,0.0
ceificates,0.0,0.00034674696376185357
ceification,0.0,0.0
celebrate,0.0,0.0
celebrity,0.0,0.0
cell,0.0,0.00034674696376185357
center,0.0,0.0
central,0.00034674696376185357,0.0
centric,0.0,0.00034674696376185357
ceo,0.00034674696376185357,0.0
cerber,0.0,0.00034674696376185357
ceremony,0.00034674696376185357,0.0
chain,0.0,0.0
chair,0.00034674696376185357,0.0
chairman,0.00034674696376185357,0.0
challenge,0.0,0.0
champion,0.0,0.0
chance,0.0,0.0
change,0.0,0.0
channel,0.0,0.0
chaos,0.0,0.00034674696376185357
character,0.0,0.00034674696376185357
charge,0.0,0.0
charity,0.0,0.00034674696376185357
chat,0.0,0.0
chatstc,0.0,0.0
check,0.0,0.0
checker,0.0,0.00034674696376185357
checklist,0.0,0.0
checkpointmobile,0.0,0.00034674696376185357
cheer,0.0,0.00034674696376185357
chief,0.0,0.0
child,0.0,0.0
china,0.0,0.0
chinese,0.0,0.0
chip,0.0,0.0
choice,0.0,0.0
choose,0.0,0.0
chooses,0.0,0.00034674696376185357
chose,0.00034674696376185357,0.0
chris,0.0,0.0
christmas,0.0,0.0
chrome,0.0,0.0
cinterion,0.00034674696376185357,0.0
cio,0.0,0.0
cisco,0.0,0.0
ciso,0.0,0.0
cisos,0.0,0.0
cisoview,0.00034674696376185357,0.0
citizen,0.0,0.0
city,0.0,0.0
claim,0.0,0.0
clara,0.00034674696376185357,0.0
clark,0.0,0.00034674696376185357
class,0.0,0.0
classification,0.0,0.00034674696376185357
clean,0.0,0.0
cleaner,0.0,0.00034674696376185357
clear,0.0,0.0
click,0.0,0.0
client,0.0,0.0
clinton,0.0,0.00034674696376185357
close,0.0,0.0
closer,0.0,0.00034674696376185357
cloud,0.0,0.0
cloudsec,0.0,0.00034674696376185357
cloudsecurity,0.0,0.0
cltc,0.00034674696376185357,0.0
cltcgrantee,0.00034674696376185357,0.0
cltcseminar,0.00034674696376185357,0.0
coat,0.0,0.00034674696376185357
code,0.0,0.0
coffee,0.00034674696376185357,0.0
coin,0.00034674696376185357,0.0
coincide,0.00034674696376185357,0.0
coinminers,0.00034674696376185357,0.0
collaborate,0.00034674696376185357,0.0
collaboration,0.0,0.0
collaborative,0.0,0.00034674696376185357
colleague,0.0,0.0
collect,0.0,0.00034674696376185357
collection,0.0,0.0
college,0.0,0.0
collisionconf,0.0,0.00034674696376185357
colloquium,0.00034674696376185357,0.0
colossal,0.00034674696376185357,0.0
combat,0.0,0.0
combo,0.00034674696376185357,0.0
come,0.0,0.0
command,0.0,0.0
comment,0.0,0.0
commerce,0.0,0.0
commercial,0.0,0.0
commission,0.0,0.0
commitment,0.0,0.0
committee,0.00034674696376185357,0.0
common,0.0,0.0
comms,0.00034674696376185357,0.0
communication,0.0,0.0
community,0.0,0.0
company,0.0,0.0
compare,0.0,0.00034674696376185357
compete,0.0,0.00034674696376185357
competition,0.0,0.0
competitive,0.0,0.0
competitor,0.0,0.00034674696376185357
complaint,0.0,0.00034674696376185357
complete,0.0,0.0
complex,0.0,0.0
complexity,0.0,0.0
compliance,0.0,0.0
compliant,0.0,0.0
component,0.0,0.0
comprehensive,0.0,0.0
compromise,0.0,0.0
computer,0.0,0.0
concept,0.0,0.0
concern,0.0,0.0
conf,0.0,0.0
conference,0.0,0.0
confidence,0.00034674696376185357,0.0
configure,0.0,0.00034674696376185357
confirm,0.0,0.00034674696376185357
confirms,0.0,0.00034674696376185357
conformit,0.00034674696376185357,0.0
confusion,0.0,0.00034674696376185357
congrats,0.0,0.0
congratulation,0.0,0.0
congress,0.0,0.0
conjur,0.00034674696376185357,0.0
connect,0.0,0.0
connected,0.00034674696376185357,0.0
connectedcars,0.00034674696376185357,0.0
connection,0.0,0.0
connectivity,0.0,0.0
consecutive,0.00034674696376185357,0.0
consequence,0.0,0.0
consider,0.0,0.0
consideration,0.0,0.0
console,0.0,0.00034674696376185357
consumer,0.0,0.0
contact,0.0,0.0
contactless,0.00034674696376185357,0.0
contain,0.0,0.00034674696376185357
container,0.00034674696376185357,0.0
content,0.0,0.0
contest,0.0,0.0
context,0.00034674696376185357,0.0
continue,0.0,0.0
continuous,0.0,0.0
contract,0.00034674696376185357,0.0
contractor,0.00034674696376185357,0.0
control,0.0,0.0
controller,0.00034674696376185357,0.0
convenience,0.0,0.0
convenient,0.00034674696376185357,0.0
convention,0.0,0.00034674696376185357
conversation,0.0,0.0
convo,0.0,0.00034674696376185357
cool,0.0,0.0
coolest,0.00034674696376185357,0.0
cooperation,0.00034674696376185357,0.0
copy,0.0,0.0
core,0.0,0.0
corner,0.0,0.0
corporate,0.0,0.0
correct,0.0,0.0
cost,0.0,0.0
costly,0.00034674696376185357,0.0
cou,0.0,0.0
count,0.00034674696376185357,0.0
countdown,0.00034674696376185357,0.0
counter,0.0,0.00034674696376185357
country,0.0,0.0
couple,0.0,0.00034674696376185357
course,0.0,0.0
cover,0.0,0.0
coverage,0.0,0.0
crack,0.0,0.0
crash,0.0,0.0
create,0.0,0.0
creative,0.00034674696376185357,0.0
creator,0.0,0.0
credential,0.0,0.0
credibility,0.00034674696376185357,0.0
credible,0.00034674696376185357,0.0
credit,0.0,0.0
credithealth,0.0,0.00034674696376185357
crime,0.0,0.0
criminal,0.0,0.0
criterion,0.00034674696376185357,0.0
critical,0.0,0.0
crook,0.0,0.00034674696376185357
cross,0.0,0.0
crowd,0.0,0.0
crucial,0.0,0.0
crypto,0.0,0.0
cryptocurrencies,0.0,0.0
cryptocurrency,0.0,0.0
cryptography,0.00034674696376185357,0.0
cryptolocker,0.0,0.00034674696376185357
culture,0.0,0.0
cumulative,0.0,0.00034674696376185357
curious,0.0,0.0
currency,0.0,0.00034674696376185357
current,0.0,0.0
curve,0.0,0.00034674696376185357
custom,0.0,0.0
customer,0.0,0.0
cybaesecurity,0.00034674696376185357,0.0
cybehreat,0.0,0.0
cybehreats,0.0,0.0
cybeip,0.0,0.00034674696376185357
cybeips,0.0,0.00034674696376185357
cyber,0.0,0.0
cyberale,0.0,0.00034674696376185357
cyberalliance,0.00034674696376185357,0.0
cyberark,0.00034674696376185357,0.0
cyberarkboston,0.00034674696376185357,0.0
cyberattack,0.0,0.0
cyberattackers,0.00034674696376185357,0.0
cyberattacks,0.0,0.0
cyberaware,0.0,0.0
cyberawarenj,0.0,0.00034674696376185357
cybercareerweek,0.00034674696376185357,0.0
cybercrime,0.0,0.0
cybercriminal,0.0,0.00034674696376185357
cybercriminals,0.0,0.0
cyberdefense,0.0,0.00034674696376185357
cyberespionage,0.0,0.0
cyberframework,0.00034674696376185357,0.0
cyberinsurance,0.0,0.00034674696376185357
cyberlog,0.0,0.00034674696376185357
cybermonday,0.0,0.0
cyberpredictions,0.00034674696376185357,0.0
cybers,0.00034674696376185357,0.0
cybersafe,0.0,0.00034674696376185357
cybersec,0.0,0.0
cybersecmonth,0.00034674696376185357,0.0
cybersecurity,0.0,0.0
cyberspace,0.0,0.0
cyberwar,0.0,0.0
cyberwargames,0.0,0.00034674696376185357
cybhersquad,0.0,0.00034674696376185357
cybrimpact,0.00034674696376185357,0.0
cycle,0.00034674696376185357,0.0
daily,0.0,0.0
dallas,0.0,0.00034674696376185357
damage,0.0,0.0
danger,0.0,0.0
dangerous,0.0,0.0
daniel,0.00034674696376185357,0.0
dans,0.00034674696376185357,0.0
dark,0.0,0.0
darkweb,0.0,0.0
dashboard,0.0,0.0
data,0.0,0.0
database,0.0,0.0
databreach,0.0,0.0
datacenter,0.0,0.00034674696376185357
datacenters,0.0,0.00034674696376185357
dataprivacyday,0.0,0.00034674696376185357
dataprotection,0.0,0.00034674696376185357
datasecurity,0.0,0.00034674696376185357
datasheet,0.0,0.00034674696376185357
date,0.0,0.0
datenschutz,0.00034674696376185357,0.0
david,0.0,0.0
davis,0.00034674696376185357,0.0
day,0.0,0.0
ddos,0.0,0.0
dead,0.0,0.0
deadline,0.0,0.0
deal,0.0,0.0
death,0.0,0.00034674696376185357
debate,0.00034674696376185357,0.0
decade,0.0,0.0
december,0.0,0.0
deception,0.0,0.00034674696376185357
decision,0.0,0.0
decline,0.00034674696376185357,0.0
decrease,0.0,0.00034674696376185357
decryption,0.0,0.0
dedication,0.00034674696376185357,0.0
deep,0.0,0.0
default,0.0,0.0
defcon,0.0,0.0
defeat,0.00034674696376185357,0.0
defence,0.0,0.00034674696376185357
defend,0.00034674696376185357,0.0
defender,0.0,0.0
defendthecloud,0.0,0.00034674696376185357
defense,0.0,0.0
definitive,0.00034674696376185357,0.0
degree,0.00034674696376185357,0.0
delay,0.0,0.00034674696376185357
delete,0.0,0.00034674696376185357
delhi,0.0,0.00034674696376185357
deliver,0.0,0.0
delivers,0.0,0.0
delivery,0.0,0.0
deltacharlie,0.0,0.00034674696376185357
demand,0.0,0.0
demo,0.0,0.0
denial,0.0,0.00034674696376185357
depament,0.0,0.0
deploy,0.0,0.0
deployment,0.0,0.0
depth,0.0,0.0
deputy,0.0,0.00034674696376185357
derek,0.00034674696376185357,0.0
design,0.0,0.0
desk,0.00034674696376185357,0.0
desktop,0.0,0.0
destructive,0.00034674696376185357,0.0
detail,0.0,0.0
detect,0.0,0.0
detection,0.0,0.0
determine,0.00034674696376185357,0.0
developer,0.0,0.0
development,0.0,0.0
device,0.0,0.0
devops,0.0,0.0
devsecops,0.00034674696376185357,0.0
dialogue,0.0,0.00034674696376185357
didyouknow,0.0,0.00034674696376185357
difference,0.0,0.0
different,0.0,0.0
difficult,0.0,0.0
digice,0.0,0.0
digital,0.0,0.0
digitalextoion,0.0,0.00034674696376185357
digitalrisk,0.00034674696376185357,0.0
digitaltransformation,0.00034674696376185357,0.0
dinner,0.0,0.0
direct,0.0,0.00034674696376185357
direction,0.00034674696376185357,0.0
directive,0.00034674696376185357,0.0
director,0.0,0.0
directory,0.00034674696376185357,0.0
disable,0.0,0.00034674696376185357
disaster,0.0,0.0
disclosure,0.0,0.0
disconnect,0.00034674696376185357,0.0
discount,0.0,0.0
discover,0.0,0.0
discovers,0.0,0.0
discovery,0.0,0.0
discus,0.0,0.0
discussion,0.0,0.0
display,0.0,0.00034674696376185357
disrupt,0.00034674696376185357,0.0
disruption,0.00034674696376185357,0.0
disruptor,0.00034674696376185357,0.0
distribute,0.0,0.00034674696376185357
distribution,0.0,0.0
district,0.0,0.00034674696376185357
dive,0.0,0.0
diverse,0.00034674696376185357,0.0
diversity,0.0,0.0
dkim,0.00034674696376185357,0.0
dmarc,0.00034674696376185357,0.0
dnssec,0.00034674696376185357,0.0
doc,0.0,0.0
dockercon,0.0,0.00034674696376185357
document,0.0,0.0
documentation,0.00034674696376185357,0.0
dollar,0.0,0.0
domain,0.0,0.0
domainscope,0.00034674696376185357,0.0
domainspoofing,0.00034674696376185357,0.0
door,0.0,0.0
dorit,0.0,0.00034674696376185357
dotcom,0.00034674696376185357,0.0
dotnet,0.00034674696376185357,0.0
double,0.0,0.00034674696376185357
doubt,0.0,0.00034674696376185357
download,0.0,0.0
downloads,0.0,0.00034674696376185357
downtime,0.00034674696376185357,0.0
dozen,0.0,0.0
draft,0.00034674696376185357,0.0
dragonfly,0.0,0.00034674696376185357
drastic,0.0,0.00034674696376185357
dream,0.00034674696376185357,0.0
dresscode,0.0,0.00034674696376185357
dridex,0.0,0.0
drive,0.0,0.0
driver,0.0,0.0
driverless,0.00034674696376185357,0.0
drnewsdesk,0.00034674696376185357,0.0
drone,0.0,0.0
drop,0.0,0.0
dropbox,0.0,0.00034674696376185357
dsgvo,0.00034674696376185357,0.0
dubai,0.00034674696376185357,0.0
dulkin,0.00034674696376185357,0.0
dummy,0.00034674696376185357,0.0
dust,0.00034674696376185357,0.0
dynamic,0.0,0.0
early,0.0,0.0
earnings,0.00034674696376185357,0.0
ease,0.0,0.0
easier,0.0,0.0
east,0.0,0.0
eastern,0.0,0.00034674696376185357
easy,0.0,0.0
ebook,0.00034674696376185357,0.0
ecommerce,0.0,0.0
economic,0.00034674696376185357,0.0
economy,0.0,0.0
ecosystem,0.0,0.0
edge,0.0,0.0
edition,0.0,0.0
editor,0.0,0.00034674696376185357
educate,0.0,0.00034674696376185357
education,0.0,0.0
educational,0.0,0.0
effect,0.0,0.0
effective,0.0,0.0
effectiveness,0.0,0.0
efficiency,0.0,0.0
efficient,0.00034674696376185357,0.0
effo,0.0,0.0
effos,0.0,0.0
election,0.0,0.0
electronic,0.0,0.0
element,0.00034674696376185357,0.0
email,0.0,0.0
embrace,0.0,0.0
emea,0.0,0.0
emergency,0.0,0.0
employee,0.0,0.0
employer,0.0,0.0
enable,0.0,0.0
encourage,0.0,0.00034674696376185357
encrypt,0.0,0.00034674696376185357
encryption,0.0,0.0
end,0.0,0.0
endpoint,0.0,0.0
energy,0.0,0.0
enforcement,0.0,0.0
engage,0.00034674696376185357,0.0
engine,0.0,0.0
engineer,0.0,0.0
engineering,0.0,0.0
enhance,0.0,0.0
enhancement,0.00034674696376185357,0.0
enhances,0.00034674696376185357,0.0
enjoy,0.0,0.0
enough,0.0,0.0
enrollment,0.0,0.00034674696376185357
enter,0.0,0.0
enterprise,0.0,0.0
entire,0.0,0.0
entity,0.00034674696376185357,0.0
entrepreneur,0.00034674696376185357,0.0
entry,0.0,0.0
environment,0.0,0.0
epasspo,0.00034674696376185357,0.0
epic,0.00034674696376185357,0.0
epiccloudsecurity,0.00034674696376185357,0.0
episode,0.0,0.0
epstein,0.00034674696376185357,0.0
equal,0.00034674696376185357,0.0
equifax,0.0,0.0
erebus,0.0,0.00034674696376185357
eric,0.0,0.0
error,0.0,0.0
escalate,0.0,0.00034674696376185357
esim,0.00034674696376185357,0.0
espionage,0.0,0.0
essential,0.0,0.0
estonia,0.00034674696376185357,0.0
eternalblue,0.0,0.0
ethereum,0.0,0.00034674696376185357
ethical,0.0,0.00034674696376185357
europe,0.0,0.0
european,0.0,0.0
evaluate,0.0,0.00034674696376185357
evaluation,0.00034674696376185357,0.0
evasion,0.00034674696376185357,0.0
event,0.0,0.0
everybody,0.0,0.00034674696376185357
everyday,0.0,0.0
everyone,0.0,0.0
everything,0.0,0.0
evidence,0.0,0.0
evolution,0.0,0.0
examine,0.00034674696376185357,0.0
examines,0.00034674696376185357,0.0
example,0.0,0.0
excellence,0.0,0.0
excellent,0.0,0.0
exchange,0.0,0.0
excited,0.0,0.0
exclusive,0.0,0.0
exec,0.0,0.0
execution,0.0,0.0
executive,0.0,0.0
expand,0.00034674696376185357,0.0
expansion,0.00034674696376185357,0.0
expe,0.0,0.0
expectation,0.00034674696376185357,0.0
expeise,0.00034674696376185357,0.0
expensive,0.00034674696376185357,0.0
experience,0.0,0.0
expes,0.0,0.0
explain,0.0,0.0
explains,0.0,0.0
exploit,0.0,0.0
exploitation,0.00034674696376185357,0.0
exploitkit,0.0,0.00034674696376185357
explorer,0.0,0.00034674696376185357
explores,0.0,0.0
expo,0.0,0.0
expose,0.0,0.0
exposure,0.0,0.0
express,0.0,0.00034674696376185357
extension,0.0,0.0
external,0.00034674696376185357,0.0
extoion,0.0,0.00034674696376185357
extra,0.0,0.0
fabric,0.00034674696376185357,0.0
face,0.0,0.0
facebook,0.0,0.0
facial,0.0,0.0
fact,0.0,0.0
facteur,0.00034674696376185357,0.0
factor,0.0,0.0
factory,0.0,0.00034674696376185357
factouesday,0.0,0.0
fail,0.0,0.00034674696376185357
failure,0.0,0.0
fake,0.0,0.0
fakenews,0.0,0.00034674696376185357
faktor,0.00034674696376185357,0.0
fall,0.0,0.0
family,0.0,0.0
famous,0.00034674696376185357,0.0
fan,0.0,0.00034674696376185357
fancy,0.0,0.0
fanj,0.0,0.00034674696376185357
fantastic,0.0,0.0
fast,0.0,0.0
fastandsecure,0.00034674696376185357,0.0
fastest,0.00034674696376185357,0.0
favorite,0.0,0.0
fear,0.0,0.0
feature,0.0,0.0
february,0.0,0.0
federal,0.0,0.0
fedid,0.00034674696376185357,0.0
feed,0.0,0.00034674696376185357
feedback,0.0,0.0
feel,0.0,0.0
fellow,0.0,0.0
female,0.0,0.00034674696376185357
fewer,0.0,0.00034674696376185357
fiction,0.00034674696376185357,0.0
fido,0.00034674696376185357,0.0
field,0.0,0.0
fight,0.0,0.0
file,0.0,0.0
fileless,0.0,0.0
fill,0.0,0.00034674696376185357
filler,0.0,0.00034674696376185357
film,0.00034674696376185357,0.0
filter,0.0,0.00034674696376185357
final,0.0,0.0
finalist,0.0,0.0
finance,0.0,0.0
financial,0.0,0.0
find,0.0,0.0
fine,0.0,0.0
fingerprint,0.0,0.0
finra,0.00034674696376185357,0.0
finsec,0.00034674696376185357,0.0
finserv,0.00034674696376185357,0.0
fintech,0.00034674696376185357,0.0
fireball,0.0,0.00034674696376185357
firefox,0.0,0.0
fireglass,0.0,0.00034674696376185357
firewall,0.0,0.0
firm,0.0,0.0
firmware,0.0,0.0
first,0.0,0.0
fix,0.0,0.0
flag,0.0,0.0
flash,0.0,0.0
flaw,0.0,0.0
flexibility,0.00034674696376185357,0.0
flight,0.0,0.00034674696376185357
flood,0.0,0.00034674696376185357
floor,0.00034674696376185357,0.0
florida,0.00034674696376185357,0.0
focus,0.0,0.0
foigate,0.00034674696376185357,0.0
foinet,0.00034674696376185357,0.0
foios,0.00034674696376185357,0.0
foisandbox,0.00034674696376185357,0.0
folk,0.0,0.0
follow,0.0,0.0
food,0.0,0.0
fool,0.0,0.00034674696376185357
footprint,0.00034674696376185357,0.0
force,0.0,0.0
forecast,0.00034674696376185357,0.0
foreign,0.00034674696376185357,0.0
forget,0.0,0.0
form,0.0,0.0
former,0.0,0.0
forrester,0.00034674696376185357,0.0
forum,0.0,0.0
forward,0.0,0.00034674696376185357
fouh,0.00034674696376185357,0.0
foundation,0.0,0.0
founder,0.0,0.0
foune,0.00034674696376185357,0.0
framework,0.0,0.0
fran,0.00034674696376185357,0.0
france,0.00034674696376185357,0.0
francisco,0.0,0.00034674696376185357
fraud,0.0,0.0
fraudsters,0.0,0.00034674696376185357
fraudulent,0.0,0.0
free,0.0,0.0
freebsd,0.00034674696376185357,0.0
freedom,0.0,0.00034674696376185357
freeze,0.0,0.00034674696376185357
fresh,0.0,0.00034674696376185357
friday,0.0,0.0
fridayfact,0.00034674696376185357,0.0
friend,0.0,0.0
friendly,0.0,0.0
front,0.0,0.0
frustrating,0.0,0.00034674696376185357
frustration,0.0,0.0
fuel,0.00034674696376185357,0.0
fuher,0.0,0.0
full,0.0,0.0
function,0.0,0.0
fund,0.00034674696376185357,0.0
fundamental,0.00034674696376185357,0.0
funding,0.00034674696376185357,0.0
future,0.0,0.0
gadget,0.0,0.0
gain,0.0,0.0
game,0.0,0.0
gamers,0.0,0.00034674696376185357
gaming,0.0,0.00034674696376185357
ganer,0.0,0.0
ganeriam,0.00034674696376185357,0.0
ganersec,0.0,0.0
ganersym,0.00034674696376185357,0.0
gang,0.0,0.0
gap,0.0,0.0
garcia,0.00034674696376185357,0.0
gardenstatecybehreathighlights,0.0,0.00034674696376185357
gatak,0.00034674696376185357,0.0
gateway,0.0,0.0
gather,0.0,0.00034674696376185357
gbps,0.0,0.00034674696376185357
gchq,0.0,0.00034674696376185357
gdpr,0.0,0.0
gemalto,0.00034674696376185357,0.0
gemaltome,0.00034674696376185357,0.0
gender,0.00034674696376185357,0.0
general,0.0,0.0
generation,0.0,0.0
george,0.00034674696376185357,0.0
geraghty,0.0,0.00034674696376185357
